year,speech
2013,Mr. President. I ask unanimous consent that the second vote be of 10 minutes duration.
2013,"I announce that the Senator from Iowa . the Senator from Connecticut . and the Senator from Florida are necessarily absent. I further announce that. if present and voting. the Senator from Iowa would vote ""nay."""
2013,"The following Senators are necessarily absent: the Senator from Oklahoma . the Senator from North Carolina . the Senator from Nevada . and the Senator from Arizona . Further. if present and voting. the Senator from North Carolina would have voted ""yea."""
2013,Mr. President. I wanted to take a moment to explain the next vote. The President indicated over the weekend that he would veto a 30day extension. We have been dealing with this issue for almost a year. We have in the RockefellerBond proposal a bipartisan compromise that came out of Intelligence 13 to 2. There is no need for a 30day extension. But even if there were. you wouldnt get a 30day extension by adding it to this bill. It is extremely important to oppose the 30day extension. We know it wont become law on this bill. It wouldnt become law if it were passed freestanding. because the President would veto it. We may be talking about a very shortterm extension here in the next few days. but we are still on FISA after today. We will not get off FISA until we make some determination of how we are going to dispose of this important measure. I urge all my colleagues to vote against cloture on the 30day extension amendment.
2013,Mr. President. we all acknowledge the Intelligence Committee did a good job on this piece of legislation. But the Intelligence Committee knew. everyone knew. there was concurrent referral of this legislation. It was always anticipated and believed. rightfully so. that the Judiciary Committee would take up this matter. And they did. They made some suggestions in the way of changes. We are entitled to vote on those. That is all we are asking. That isnt too unreasonable. For the President to not agree to any extension is unreasonable. The House is going to pass a 30day extension in the morning. They are going to pass that. We are going to have the opportunity to vote on a 30day extension. This would send an appropriate message to everyone that a 30day extension is fair and reasonable. As I said in my remarks before the last vote. people are crying wolf a little too often. This legislation we have before us. if it doesnt pass. the work done by the Intelligence Committee and the Judiciary Committee will go for naught. But still. under the legislation we passed previously. the legislation will still be in effect. FISA is not gone. We all want to work to improve this. That is what this is all about. But we need some votes to do that. That is what we are asking. Everyone here should understand. if you are voting today not to extend this legislation for 30 days. you are going to have to vote on it in the near future because the House is sending us the exact same measure tomorrow.
2013,"I announce that the Senator from Iowa . the Senator from Connecticut . and the Senator from Florida are necessarily absent. I further announce that. if present and voting. the Senator from Iowa would vote ""yea."""
2013,"The following Senators are necessarily absent: the Senator from Oklahoma . the Senator from North Carolina . the Senator from Nevada . and the Senator from Arizona . Further. if present and voting. the Senator from North Carolina would have voted ""nay."""
2013,Mr. President. I move to reconsider the vote.
2013,I move to lay that motion on the table. The motion to lay on the table was agreed to.
2013,"Mr. President. I rise today with a heavy heart and deep sense of gratitude to honor the life of a brave soldier. SGT Jon Michael Schoolcraft. HI. 26 years old. died January 19 in Taji. Iraq. Sergeant Schoolcraft died of injuries he sustained when an improvised explosive device detonated near his vehicle. With an optimistic future before him. Jon risked everything to fight for the values Americans hold close to our hearts. in a land halfway around the world. Jon Schoolcraft. called Mike by his friends. graduated from Wapakoneta High School in Ohio in 2001. Growing up in Ohio with his mother. Cindy SchoolcraftHooker. Mike also spent time in Madison. IN. visiting his father. Mike Schoolcraft. Jr. Mike excelled at sports and particularly enjoyed skateboarding. His sense of duty to his country and a desire to see the world drove him to enroll in the Armys Delayed Entry Program while in high school. After serving a first tour in Iraq. Mike reenlisted. telling a friend that he could not imagine doing anything other than being a soldier. In November of last year. Mike married his wife Amber and decided that his next tour in Iraq would be his last so they could begin a family. Mike was assigned to C Company. 1st Battalion. 27th Infantry Regiment. 25th Infantry Division in Schofield Barracks. HI. For his extraordinary service. Mike was posthumously awarded the Purple Heart. Today. I join Mikes family and friends in mourning his death. While January 28. 2008 COPN we struggle to bear our sorrow over this loss. we can also take pride in the example he set. bravely fighting to make the world a safer place. It is his courage and strength of character that people will remember when they think of Mike. Today and always. Mike will be remembered by family members. friends and fellow soldiers as a true American hero. and we honor the sacrifice he made while dutifully serving his country. As I search for words to do justice in honoring Mikes sacrifice. I am reminded of President Lincolns remarks as he addressed the families of the fallen soldiers in Gettysburg: ""We cannot dedicate. we cannot consecrate. we cannot hallow this ground. The brave men. living and dead. who struggled here. have consecrated it. far above our poor power to add or detract. The world will little note nor long remember what we say here. but it can never forget what they did here."" This statement is just as true today as it was nearly 150 years ago. as I am certain that the impact of Mikes actions will live on far longer than any record of these words. It is my sad duty to enter the name of SGT Jon Michael Schoolcraft. III. in the RECORD of the U.S. Senate for his service to this country and for his profound commitment to freedom. democracy and peace. When I think about this just cause in which we are engaged. and the unfortunate pain that comes with the loss of our heroes. I hope that families like Mikes can find comfort in the words of the prophet Isaiah who said. ""He will swallow up death in victory. and the Lord God will wipe away tears from off all faces."" May God grant strength and peace to those who mourn. and may God be with all of you. as I know He is with Mike."
2013,Mr. President. over the past few months. our country has experienced instability and volatility in its credit markets. This looming credit crisis is affecting virtually every sector of the economy. including small business financing. Since its inception in 1953. the Small Business Administrations 7(a) loan guaranty program has become the largest single source of longterm capital for small businesses. However. in the wake of the credit crunch and a slowing U.S. economy. we are now noticing that this essential financing resource is not serving nearly as many small businesses as it should. For example. during the first quarter of the 2008 fiscal year. 7(a) lending was down by 12 percent compared with the same period last year. In addition. at his State of the Agency Address this past Tuesday. SBA Administrator Steven Preston acknowledged that SBA lending was down in its largest program. The Small Business Stimulus Act of 2008 will help reverse this downward trend in small business lending. The bill will temporarily reduce the fees collected from borrowers and lenders. This will immediately reduce the cost of capital for small businesses. With lower monthly loan payments. more money will be placed into the hands of small business owners money that will be quickly injected into the economy through purchases of inventory. real estate. and equipment. The fee reduction for lenders. coupled with the government guarantee. will give them an incentive to make 7(a) loans. as banks are scrambling for ways to salvage declining revenues and take on less risky loans. A similar stimulus was adopted after 9/11. and lending increased to businesses nationwide. pumping almost $3 billion into local economies and creating or retaining more than 90.000 jobs. The bill also provides additional funding for the SBAs microloan program. As its name implies. microloans are smallscale business loans. which provide an essential financing source to underserved members of the business population. including women and minorities. This bill provides $12 million to expand the SBAs microloan program. including $2 million that will help leverage nearly $20 million in microloans. The Small Business Stimulus Act of 2008 also includes two business tax incentives that will help small businesses that are feeling the impact of the economic downturn. The first provision would increase the amount that businesses can expense from $125.000 to $200.000 for 2008. This will help businesses immediately write off business purchases. The second provision increases the net operating carry back period for losses arising in taxable years ending in 2007 and 2008 from 2 years to 5 years. This provision will help business with cash flow. Expanding the carry back allows business owners to balance out net losses over years when the business has had a net operating gain. I am confident that each of these targeted measures will provide timely. effective incentives to spur spending and encourage new investment and job growth in the hundreds of thousands of small businesses that drive this Nations economy.
2013,"Mr. President. I wish to remember the trials faced by the Ukrainian people and to pay tribute to their fortitude and love of freedom. At times in its history. Ukraine has been exploited and suffered greatly under repressive occupations. The Stalinist regime of the former Soviet Union sought to maintain control of the people and resources of the Ukraine through vicious oppression. The Ukrainian people have weathered many trials. but they have always fought for their freedom. It is my belief that as we embrace Ukraines future. we must always remember the hardships of its past. The Ukrainian peasantry rebelled against the collectivization policies imposed on them by the Stalinist regime starting in 1925. It is documented that very few farmers voluntarily joined collectives until Soviet secret police and Bolshevik brigades were sent to crush the resistance. As agricultural production fell in 1932 due to drought and these Stalinist policies. the regime attempted to maintain its export level. To do this the regime brutally confiscated grain and foodstuffs from hungerstricken villages. Trade and supplies of food and goods were banned from those villages which were considered to be ""underperforming."" while families who resisted were banished to central Asia. The totalitarian regime meted out harsh sentences. even the death penalty. against those who stole even small amounts of grain. We can never forget that over 2.000 innocent people. including children as young as 12 years old. were executed under this law. In 1932. Stalin imposed barricades throughout the USSR to prevent peasants from fleeing those regions stricken by famine. It was a stateorganized program of mass starvation against the nation of Ukraine as a whole and the revived Ukrainian nationalism. It had been inflicted on them deliberately to punish Ukraine and destroy the basis of its nationhood. The faminegenocide of the Holodomor resulted in the tragic and unforgettable loss of millions of Ukrainian lives. Nevertheless. the Stalinist regime denied reports of mass deaths and forbade travel to the area to deter foreign journalists from reporting on these terrible crimes. In fact. these horrible crimes remained largely unknown to the broader world for decades as a result of the denials and coverups of the Soviet authorities and their refusal of offers of international aid. Through its determination to remember the victims of the famine and Soviet oppression. the Ukrainian American community has helped to bring these events to light. Their efforts have helped to give a voice to the millions of people who suffered. starved. and died as a result of a flawed policy and authoritarian regime. On the 75th anniversary of the Ukrainian faminegenocide. we must continue the important work of the Ukrainian American community by remembering the cruel injustices suffered by the Ukrainian people during that part of history. By so doing. we are not only honoring the millions of victims of this oppression. but we are helping to prevent a tragedy like this from happening again in the future."
2013,Mr. President. just over 1 month ago. in the days before the December 27 president election. I noted that it had become the closest political contest in that countrys history and that the two leading candidates were running robust. active campaigns. Although I also acknowledged the persistence of a deeply entrenched culture of corruption. I was encouraged by the growing engagement of Kenyan citizens and civil society organizations during the relatively peaceful. wellrun. and competitive campaign season. I joined many others in hoping that the presidential and parliamentary elections held on that day would confirm Kenyas place among the worlds most promising emerging economies and young democracies. Instead. that hope turned to dismay as we watched a blatant disregard for democratic principles and processes by the ruling party and an extraordinary disrespect for rule of law and human rights by both leading candidates parties. The serious allegations of vote rigging. the rushed declaration of a presidential winner. and the destructive violence that have ensued are not only hurting the Kenyan peoplethey are jeopardizing Kenyas previous democratic progress. With Somalia. Ethiopia. Sudan. and Uganda as neighbors in the volatile Horn of Africa. Kenya has long been regarded as a stable country making slow but persistent progress towards democracy. Kenyas press and courts seemed to be asserting their independence from the presidentdominated government. and the mere fact that all preelection opinion polls put the incumbent president neckandneck with his challenger from the main opposition party seemed to be an encouraging sign of a vibrant democracy. But on December 27 and in the days that followed. this progress came to a grinding halt. The Kenyan election suffered a fate all too common in Africa. with the votes tallied behind closed doors and the results finally announced by Kenyas Electoral Commission suggesting significant rigging. The resulting frustration and deadlock have sparked violence. looting. destruction of property. and disruption of normal activity. creating an economic and humanitarian emergency on top of the current political crisis. Hundreds have been killedsome of them because of disproportionate use of force by Kenyan police as they seek to quell protestsand tens of thousands have fled their homes. Trust in the government. law enforcement. and even in ones neighbor has been seriously undermined. The rival political leadersincumbent President Mwai Kibaki and leader of the Orange Democratic Movement opposition party. Raila Odingacan work to end this violence and destruction by refraining from using. inciting or condoning violent tactics. In recent days. Mr. Odinga and his supporters have demonstrated noteworthy restraint and it is essential that both parties respect the importance of a peaceful resolution as they begin to participate in an internationally brokered dialogue. led by former U.N. Secretary General Kofi Annan. It is early days yet. and it remains unclear how committed these leading candidates are to seeing the negotiation through to the finish line. Although he has agreed to participate in an internationally brokered meeting with Mr. Odinga. Mr. Kibaki has been less than cooperative by rushing to appoint his own cronies to top cabinet positions and declaring he will follow the recommendations only of the Kenyan courts. which are also packed with his supporters. A political settlement is a key element in working through this electoral crisis but it must be part of a greater initiative that includes institutional reform. The road ahead is long. and I remain concerned that while both leading candidates have come to the table for negotiations. they could still decide to abandon the effort. The past few weeks have shown how superficial Kenyas democratic gains may really have been. Now the international communityand the United States in particularmust live up to its rhetoric in favor of free and fair elections and institutional building. Many of the other countries that have suffered botched elections had a long history of such fraud but if this relatively stable and prosperous country is allowed to abandon its democratic experiment. the appeal of democracy will inevitably dim around the world. The citizens of Kenya as well as those from around the world had higher expectations for Kenya. Resolving Kenyas current political. humanitarian. and economic crisis will require a coordinated international effort to engage all players in identifying and addressing the deeper problems that allowed the election fraud to occur and to ignite such a wave of outrage. Although a powersharing agreement will likely be part of the solution. serious underlying problems need to be addressed. The challenges facing Kenya include an overconcentration of power in the office of the president. insufficient independence of the judiciary and electoral institutions. the need for professionalization of police and armed forces. and a persistent lack of transparency and inclusiveness throughout the political system. Only by addressing these root causes of the recent conflict will Kenya be able to truly restore stability and emerge from this crisis a stronger and more prosperous nation. Such a task will not be quick. easy. or cheap. but the alternativenot seizing this chance to bring about essential political reformwould be enduring. complex. and costly. Last week. along with my ranking member on the Senate Subcommittee on African Affairs. Senator SUNUNU. and Senators CARDIN and KERRY. I introduced a resolution to encourage the United States and the wider international community to resist the temptation for a quick fix in Kenya and to instead pursue a more intensive. encompassing plan for political t ransition and transformation. I hope the Senate will pass this resolution shortly. The administration has played an active rolesending Assistant Secretary Frazer to Nairobi shortly after the elections to meet with both leading candidatesand I know Ambassador Ranneberger has been actively engaged incountry. But we need to see greater collaboration from all donorswith one consistent message that helps move Kenya to the next stage. I hope that Members of Congress from both parties will come together to support this initiative and the diplomatic and humanitarian efforts in Kenya that must follow in the coming weeks and months. The U.S.-Kenya partnership is a longstanding and important one. but I cannot condone a continued relationship with a government that has apparently stolen an election and uses tactics of fear and intimidation to address dissent. This is not the Kenya I have come to know. and I am sure. not the Kenya its citizens want to know. We must close this devastating chapter by addressing the reasons for the electoral crisis and ensuing violence. Without such vital work. our historic partnership will deteriorate. There is a window of opportunity to ensure this does not happen. and I encourage all key actors to seize upon this opening. Above all. I want to see violence end and hope restored in Kenya.
2013,"Mr. President. I was necessarily absent for todays cloture votes on the RockefellerBond Substitute amendment No. 3911 and the Reid amendment No. 3918 to S. 2246. the FISA legislation. Had I been present. I would have voted ""no"" on No. 3911 and ""aye"" on No. 3918. I believe that now is the time for the full Senate to consider and debate the difficult questions raised in this legislation. The Senate should consider and vote on important amendments relating to the protection of Americans civil liberties and the question of immunity for telecommunications providers."
2013,"Mr. President. 75 years ago yesterday. the U.S. conducted the first nuclear test on American soilthe detonation of a onekiloton nuclear device in an area known as Frenchman Flat at the Nevada Test Site. Conducted in extraordinary secrecy. this first nuclear testing program. known as Project Nutmeg. was representative of the efforts of countless Americans in the 50 year struggle we know as the Cold War. Lasting half a century. the Cold War was the longest sustained conflict in U.S. history. The nuclear capabilities of our enemy posed literally an existential threat to our Nation. The threat of mass destruction left a permanent mark on American life. The U.S. prevailed over this grave threat. through the technological achievement. patriotism. and sacrifice of the people of the great State of Nevada. and of others throughout the Nation. It has been 18 years since the Malta Conference that marked the end of the Cold War. yet the contributions and sacrifices of generations of Americans have largely gone unrecognized. The time has come to recognize and honor those Americans who toiled in relative obscurity to bring us victory during this most dangerous conflict in our Nations history. Today I introduce a bill that requires the Department of the Interior to conduct a study to identify sites and resources to commemorate heroes of the Cold War. and to interpret the Cold War for future generations. My legislation directs the Secretary of the Interior to establish a ""Cold War Advisory Committee"" to oversee the inventory of Cold War sites and resources. for potential inclusion in the National Park System. as national historic landmarks. or other appropriate designations. The Advisory Committee will work closely with State and local governments and local historical organizations. The Committees starting point will be a Cold War study completed by the Secretary of Defense under the 1991 Defense Appropriations Act. Obvious Cold War sites of significance include: intercontinental ballistic missile launch sites. flight training centers. communications and command centers. such as Cheyenne Mountain. Colorado. nuclear weapons test sites. such as the Nevada Test Site. and sites of other strategic and tactical significance. Perhaps no state in the union played a more sigificant role than Nevada in winning the Cold War. The Nevada Test Site is a hightechnology engineering marvel where the U.S. developed. tested. and perfected a nuclear deterrent that formed the cornerstone of Americas security and leadership among nations. Of the 1.149 nuclear detonations conducted by U.S. as part of its nuclear testing program. 1.021 were performed at the Nevada Test Site. The Naval Air Station at Fallon. NV. home of the Navys preeminent tactical air warfare training center. was also the site of Cold Warera nuclear testing. Hawthorne Army Depot. formerly known as the Hawthorne Army Ammunition Plant. likewise played an important role throughout the Cold War. serving as a staging area for conventional bombs. rockets. and ammunition as it had done since World War II. Nellis Air Force Base outside Las Vegas. home of the first dedicated air warfare and later air/ground training facility. provided to Cold War aviators and continues to provide advanced air combat training for U.S. and Allied forces. Generations of Nevadans bore and continue to bear extraordinary costs as a result of these critical contributions to the Cold War effort. The Advisory Committee established under this legislation will develop an interpretive handbook telling the story of the Cold War and its heroes. Id like to take a moment to relate a story of one group of Cold War heroes. On a snowy evening. November 17. 1955. a U.S. Air Force C54 cargo plane crashed near the summit of Mount Charleston in rural Nevada. Kept secret for years. we now know that the four aircrew and ten scientists aboard the doomed aircraft were bound for the secret Air Force Flight Test Center. where they were developing a topsecret spy plane that would become known as the U2. These men who gave their lives that day helped build the plane that many critics said could never be built. Owing to the efforts of men like these. the critics were proved wrong: the U2 remains a vital component of our reconnaissance forces to this day. As a result of the absolute secrecy surrounding their work. the families of the men who perished on Mount Charleston only recently learned the true circumstances of the crash that took the lives of their loved ones and the nature of their vital work. This legislation will provide $500.000 to identify historic landmarks. like the Mount Charleston crash site. to recognize and pay tribute to the sacrifices of these men and others. I would like to reiterate my thanks for Mr. Steve Ririe of Las Vegas. whose tireless efforts brought to light the events surrounding the death of these fourteen men on Mount Charleston over fifty years ago. and for the efforts of State Senator Raymond Rawson. who shepherded through the Nevada legislature a resolution honoring these heroes. A grateful Nation owes a debt of supreme gratitude to the silent heroes of the Cold War. I urge my colleagues to support this longoverdue tribute to the contribution and sacrifice of these Americans. Mr. President. I ask unanimous consent that the text of the bill be printed in the RECORD."
2013,"Mr. President. on December 31. the United Nations and the African Union jointly assumed control of the peacekeeping mission in Darfur. But. sadly. little has changed for the people of Darfur. The United Nations Security Council has authorized over 26.000 peacekeepers. but just over 9.000 are.on the ground in Darfur. The government of Sudan had promised to abide by the United Nations resolution. but it continues to obstructit at almost every turn. Some of the rebel leaders have begun to join in coalitions with one another. an important step for the peace process. but others continue to prey on civilians and humanitarian aid workers and to threaten peacekeepers. And the nations of the world had pledged to help end the genocide. but they are falling short where it counts. U.N. Secretary General Ban Kimoon reports that no one has stepped up to provide the 24 helicopters that are needed to transport and protect the peacekeepers and to give them the mobility that they need to do their jobs. That is inexcusable. We cannot allow genocide and suffering to continue because the combined nations of the world cannot find 24 helicopters to help stop it. That is why today. joined by Senator LUGAR and a number of other colleagues. I have introduced a resolution expressing the Sense of the Senate that the world must not allow this peacekeeping mission to founder because we cannot find 24 suitable aircraft within our vast arsenals. I recognize that helicopters are expensive vehicles that are in short supply. with wars raging in Afghanistan and Iraq and with peacekeeping missions in the Congo and now being deployed to Chad as well. But a considerable number of nations possess aerial vehicles with the capabilities that are needed for this mission. Together. we could fill this gap. The United Nations is seeking 18 utility and 6 tactical helicopters. According to a piece in the Washington Post. the member nations of NATO alone possess over 18.000 helicopters. Not all of these 18.000 aircraft would be suitable for this mission. NATO reserves are taxed in Afghanistan and elsewhere. but the potential vehicles certainly exist. NATO is not alone in this capability. Other countries could also step up to fill this need. Secretary General Ban has stated that these vehicles are indispensable. He reports that the United NationsAfrican Union mission must ""be capable of rapid mobility over large distances. especially over terrain where roads are the exception."" Ban also said that ""Without the missing helicopters. this mobilitya fundamental requirement for the implementation of the [Security Councils] mandatewill not be possible."" Helicopters alone will not save Darfur. The needs there are immense and growing. The United Nations revealed last month that acute malnutrition in the region is rising and surpassing emergency levels in some areas. To make matters worse. the Government of Khartoum is continuing to obstruct deployment of U.N. peacekeepers. They have objected to nonAfrican peacekeepers. such as a team of Norwegian engineers. and they are slowing deployment by denying visas and land permits and denying night flights. Most seriously of all. earlier this month. Sudanese troops opened fire on a clearly marked U.N. convoy. badly injuring a driver. The world must not allow the Khartoum government to dictate terms to the UN mission. The European Union and United Nations Security Council should. I believe. join the United States in imposing strong economic sanctions on the Sudanese government. We should also continue to pressure the rebel groups to cease all attacks on civilians and humanitarian workers and engage in a peace process to bring a real solution for the people of Darfur. We should do all these things and more. but. first and foremost. we should ensure that the United Nations and African Union have the tools that they need to carry out their mission. The United States has already provided more than $4.5 billion since 2004 in response to the Darfur crisis. That is an enormous contribution and it should not fall on our shoulders to fill this particular gap in the peacekeeping mission. That is why I have repeatedly written President Bush asking him to use the powers of persuasion of his office to personally contact other heads of state to ask them to commit the needed vehicles and crews. I have also written the Secretary General of NATO and President Hu of China. asking them to help fill this gap. Our resolution urges the members of the international community with the necessary assets to contribute the needed vehicles and crews. Preventing genocide is a global responsibility. Too often the world has failed to keep this commitment. and it has failed Darfur for too long. We cannot allow the government of Khartoum to block deployment of the 26.000 peacekeepers. but it would perhaps be even more unforgivable if the international community refuses to provide the peacekeepers with the equipment and vehicles that they need. Then we will have done Khartoums job for them by obstructing ourselves."
2013,"Mr. President. I would like to inform Members that the Committee on Small Business and Entrepreneurship will hold a hearing entitled ""Holding the Small Business Administration Accountable: Womens Contracting and Lender Oversight."" on Wednesday. January 30. 2008. at 10 a.m.. in room 428A of the Russell Senate Office Building."
2013,Mr. President. on behalf of Senator INOUYE. I ask unanimous consent that floor privileges be granted for the remainder of the 110th Congress to Robin Squellati. a detailee from the U.S. Air Force Nurse Corps who works with his staff on issues pertaining to a number of different issues over which Senator INOUYE has some responsibility.
2013,Mr. President. I ask unanimous consent that Augustine Ripa. a legal intern in my Judiciary Committee office. be granted floor privileges for the remainder of the Senates consideration of the pending FISA legislation.
2013,Mr. President. on behalf of the leader. I ask unanimous consent that the Senate stand in recess until 8:20 p.m.. and that at 8:30 p.m.. the Senate proceed as a body to the Hall of the House of Representatives to receive the Presidents State of the Union Address. that upon the dissolution of the joint session. the Senate adjourn until 10 a.m.. Tuesday. January 29. I further ask that following the prayer and the pledge. the Journal of proceedings be approved to date. the morning hour be deemed expired. the time for the two leaders be reserved. and that there then be a period of morning business for up to 1 hour. with Senators permitted to speak therein for up to 10 minutes each. with the time equally divided and controlled between the two leaders or their designees. with the Republican leader controlling the first half and the majority leader controlling the final half. that following morning business. the Senate resume consideration of Calendar No. 512. S. 2248. the FISA legislation. and that the Senate stand in recess from 12:30 until 2:15 to allow for the weekly caucus luncheons to meet.
2013,Mr. President. if there is no further business to come before the Senate. I ask unanimous consent that the Senate stand in recess under the previous order.
2013,Madam President. I move to reconsider the vote on which cloture was not invoked on the RockefellerBond substitute amendment and move to lay that motion on the table.
2013,I suggest the absence of a quorum.
2013,Madam President. I ask unanimous consent that the order for the quorum call be rescinded.
2013,Mr. Speaker. later this week Congress will return to the issue of how best to modernize the Foreign Intelligence Surveillance Act. In November in this House of Representatives. we passed a very good bill. We would do well to observe the principles established in that bill. Any final review of domestic surveillance passed by Congress should include court review of executive branch actions. The reason for this requirement is quite simple. Having a legal standard of review provides us both better intelligence and better civil liberty protections for our people. It is simple. It has been demonstrated that when officials must establish before an independent court that they know what they are doing. that they have reason to intercept communications. we get better intelligence. And. of course. thats the point. to have the intelligence to protect the American people from indiscriminate collection and fishing expeditions. Those are not productive. In November. we passed a bill that would do this. the RESTORE Act. That bill guarantees court review of executive branch actions related to surveillance activities. I would commend that bill to this House.
2013,Mr. Speaker. I rise today to thank the bipartisan leadership and the White House for including a bonus depreciation provision in the proposed economic stimulus package. Currently. the package we plan to vote on tomorrow will include a 50 percent bonus depreciation for the first year for certain machinery and equipment purchases. This increase in bonus depreciation was included in the Jobs Tax Relief Act of 2003 and contributed to the productivity of small businesses. a boost in job creation. and a steady rise in the growth of the economy over the last 5 years. This incentive for small businesses enables them to compete with foreign competitors. The best way to weather this current economic storm is to build on the principles that have made our economy the envy of the world. That means lower taxes. less government regulation. and economic incentives for American businesses. We should promote the concept that the people should keep their own money which they know how to spend best as explained by editor Jerry Bellune of the Lexington County Chronicle. Jankuary 28. 2008 In conclusion. God bless our troops. and we will never forget September the llth.
2013,Mr. Speaker. I know we are going to be looking at economic stimulus packages. and we are going to be trying to jumpstart and help our economy. It is my belief that one way that we can do that is to make sure that we provide a jobs training program for the 1 million young people across the country who dont have any money. no job. no employment. many of them are out of school. Lets consider a job training program for our young people as a part of the economic stimulus package.
2013,Mr. Speaker. the gloom. doom. and depressed say the economy is in trouble. The naysayers solution is a big government bailout. Since Uncle Sam has apparently spent the money brought in by income taxpayers. he will just borrow $150 billion and give it away to Americans. many of whom dont even pay income tax. The idea is that Americans will rush out and spend the free money and that will allegedly help the economy. But the last time the Feds gave away money. 75 percent of the recipients paid off personal debt rather than go shopping at the mall. And where is Uncle Sam going to borrow $150 billion? Probably from Communist China. who already owns much of our debt. You know. the country that sells toys to America that contain lead. How does borrowing billions with interest expecting our kids to pay off our debt make us better off? The big spending gimmick has all of the earmarks of vote pandering. No individual or country can spend money it doesnt have and then blissfully claim economic victory. And thats just the way it is.
2013,Mr. Speaker. tonight we expect to hear President Bushs last State of the Union address to this Congress. I hope that the recent days working together with this Congress on a bipartisan economic stimulus package can be a good model for the rest of this year and the rest of this Presidents term. We want to extend a hand to work with him when we can. and this is a good example of how we can do it. But if we see continued roadblocks to progress in this country. we must work to break those roadblocks down and continue to work restoring fiscal responsibility in our government. changing course in Iraq. preparing to address global climate change. addressing the military readiness crisis in this country. and restoring Americas moral leadership in the world. I believe we can and we must continue to work together for the great needs of this country. I hope we can continue to do that for the rest of this session.
2013,"Mr. Speaker. I move to suspend the rules and pass the bill to designate the facility of the United States Postal Service located at 10799 West Alameda Avenue in Lakewood. Colorado. as the ""Felix Sparks Post Office Building""."
2013,Mr. Speaker. I ask unanimous consent that all Members may have 5 legislative days in which to revise and extend their remarks.
2013,Mr. Speaker. I yield such time as he may consume to the gentleman from Colorado
2013,"Mr. Speaker. I thank the gentleman from Illinois. I rise today to pay tribute and say thank you to a Colorado icon and an American hero. Felix Sparks. with H.R. Sparks. who recently passed away at the age of 90. lived an extraordinary life that exemplified public service and devotion to ones country. A Texas native raised in Arizona. Felix Sparks was a part of our ""Greatest Generation"" who answered our Nations call to duty during the Second World War. Described as a ""soldiers soldier."" he would endure over 500 days of combat and partake in three of the most important events that would define modern history. The Battle of Reipertswiller. the Battle at the Caves of Anzio. and the liberation of the Dachau concentration camp. One story in particular that I would like to call to your attention which attests to the character of Felix Sparks occurred during the Battle of Reipertswiller. a battle in which 158 enlisted soldiers were killed. 300 men were wounded. and another 426 were captured over a course of only 3 days. After finding his unit under siege and trapped in enemy territory. Sparks. then a lieutenant colonel. refused to leave behind three of his men who lay incapacitated in the open battlefield. Facing nearcertain death. he courageously left his tank and raced. on foot. directly into the closerange crosshairs of the German gunners to rescue those soldiers. With only a holstered pistol in tow. he would drag each of his wounded comrades. one by one. to safety. A personal account of this series of events was uncovered in the memoirs of a German SS officer who had commanded his gunner not to fire on Sparks. The memoir read: ""Those of us witnessing the scene. whether nearby or more distant. instinctively felt there was no honor to be won by firing on this deathdefying act of comradeship."" Sparks also cheated death a year earlier at the Battle of the Caves of Anzio in Italy. where he would be only one of two men in his company to survive. Sparks was part of the first Allied force to witness the horrors and atrocities of the Dachau concentration camp on the discovery of 39 rail cars packed with some 2.000 Holocaust victims. In all. 30.000 prisoners were liberated from Dachau by the Allied Forces. and for the rest of his life. Sparks would continue to speak out at Holocaust remembrance ceremonies. Based on his experiences at Dachau. Felix was tireless in his efforts to refute those shameless individuals who try to rewrite history and claim the Holocaust and Dachau never occurred. Hed say: ""Tell that to my face"" in a shout and in a voice that indicated hed been there and saw it personally. For his service during World War II. he was awarded a Silver Star and two Purple Hearts after being severely wounded on the battlefield. He would continue his military service with the National Guard until his retirement as a brigadier general in 1977. And upon his return from the war. enamored with stories from his men about their hometowns in the Rocky Mountains. Felix and his wife settled in Colorado. There. the Sparks family would grow to include four children. six grandchildren. and seven great grandchildren. He would earn his law degree from the University of Colorado and become a Colorado district attorney. Renowned for his commanding speaking ability. Felix would then go on to become the youngest supreme court justice in Colorados history at just 38 years of age. He would preside over several of the most prolific and high profile cases in our States history. After his service on our States highest court. Sparks. an expert in water law. would serve for over two decades as the director of the Colorado Water Conservation Board. He would write some of the most influential and important groundwater laws that have continued to serve our State for decades thereafter. I came to know Felix during my days in the Colorado senate after he had testified in my committee with regard to an antigun violence measure following the tragic death of his grandchild from a driveby shooting. His passion and his words live with me to this day. And he was so well respected for his honesty and straightforward testimony. It is also important to note. after returning home from the war. Felix would continue to personally reach out to console the families of his men and promise them he would never forget. Mr. Speaker. one of the main reasons I bring this bill to the floor today is so this promise that Felix Sparks made to the families of his men can live on for generations. This bill pays tribute to Felixs men in the 157th Infantry Regiment of the 45th Infantry Division of the United States Army. whose motto since the SpanishAmerican War has been ""Eager for Duty."" Our Nation can never adequately repay and give thanks to these individuals for their sacrifices in the battles against tyranny. in the battles for our Nations freedom. It is my hope the renaming of the Lakewood post office for Felix Sparks will inspire future generations to find a calling in public service. This bill also pays tribute to Mary Sparks and the Sparks family. who meant so much to Felix and to our community. In closing. I wish to thank each of my colleagues in the Colorado delegation for joining me in bidding a fond farewell to a man who meant so much to our State and to our Nation. I urge my colleagues to vote in favor of H.R. 4240 to rename the Lakewood post office in Felix Sparks honor."
